product_name,product_code,category_main,category_mid,category_sub,full_path,price_original,price_discounted,brand,discount_pct,price_anomaly,ever_purchased
Sesu Sir Ağda Bantları Normal Tüyler 12'li,24568,Kişisel Bakım,Epilasyon Ürünleri,Ağda Bantları,Kişisel Bakım > Epilasyon Ürünleri > Ağda Bantları,0.0,0.0,Sesu,0.0,False,False
Sesu Vücut Ağda Bandı Kalın Tüy 12'li,24569,Kişisel Bakım,Epilasyon Ürünleri,Ağda Bantları,Kişisel Bakım > Epilasyon Ürünleri > Ağda Bantları,0.0,0.0,Sesu,0.0,False,False
YSL La Vestiaire Universite Unisex Parfüm Edp 125 ML,117829,Parfüm,Unisex Parfüm,EDP Parfüm,Parfüm > Unisex Parfüm >EDP Parfüm,0.0,0.0,YSL,0.0,False,False
Pastel Show By Eyeliner 124,1458-907,Makyaj,Göz,Eyeliner,Makyaj > Göz > Eyeliner,0.0,0.0,Pastel,0.0,False,False
L'Oréal Paris Infaillible 24H Matte Cover Foundation 200 Golden Sand,1135-1044,Makyaj,Yüz,Fondöten,Makyaj > Yüz > Fondöten,0.0,0.0,Loreal Paris Makyaj,0.0,False,True
L'Oréal Paris Infaillible 24H Matte Cover Foundation 175 Sable/Sand,1135-985,Makyaj,Yüz,Fondöten,Makyaj > Yüz > Fondöten,0.0,0.0,Loreal Paris Makyaj,0.0,False,True
Flormar Invisible Cover Hd Foundation 90 Golden Neutral,743-2390,Makyaj,Yüz,Fondöten,Makyaj > Yüz > Fondöten,0.0,0.0,Flormar,0.0,False,True
Dior Diorshow Mono Couleur Couture Eyeshadow 240 Denim,247-1156,Makyaj,Göz,Göz Farı,Makyaj > Göz > Göz Farı,0.0,0.0,Dior,0.0,False,True
Dior Solar The After Sun Balm 150 Ml,128181,Kişisel Bakım,,Güneş Ürünleri,Kişisel Bakım >Güneş Ürünleri,0.0,0.0,Dior,0.0,False,False
Garnier Nem Bombası Yorgunluk Karşıtı Kağıt Yüz Maskesi,108718,Cilt Bakım,,Maskeler,Cilt Bakım > Maskeler,0.0,0.0,Garnier Cilt,0.0,False,False
Lancome Rose Unisex Roll-On 50 Ml,34344,Parfüm,Unisex Parfüm,Roll-On,Parfüm > Unisex Parfüm >Roll-On,0.0,0.0,Lancome,0.0,False,False
Dior Addict Lip Glow Lip Balm 004,201-176,Makyaj,Dudak,Ruj,Makyaj > Dudak > Ruj,0.0,0.0,Dior,0.0,False,True
Urban Care Argan Oil&Keratin 2 Minute Butter Saç Bakım Kürü 200 Ml,108129,Saç Bakım,Saç Bakım Ürünleri,Saç Kremi,Saç Bakım > Saç Bakım Ürünleri > Saç Kremi,0.0,0.0,Urban Care,0.0,False,False
L'Oréal Paris Elseve Arginine Direnç x3 Dökülme Karşıtı Bakım Kremi 450 Ml,109246,Saç Bakım,Saç Bakım Ürünleri,Saç Kremi,Saç Bakım > Saç Bakım Ürünleri > Saç Kremi,0.0,0.0,Loreal Paris Elseve,0.0,False,False
L'Oréal Paris Elseve Dream Long Onarıcı Bakım Şampuanı 450 Ml,108943,Saç Bakım,Saç Bakım Ürünleri,Şampuan,Saç Bakım > Saç Bakım Ürünleri > Şampuan,0.0,0.0,Loreal Paris Elseve,0.0,False,False
L'Oréal Paris Elseve Komple Onarıcı 5 Şampuan 450 Ml,108945,Saç Bakım,Saç Bakım Ürünleri,Şampuan,Saç Bakım > Saç Bakım Ürünleri > Şampuan,0.0,0.0,Loreal Paris Elseve,0.0,False,False
La Mer Renewal Oil Set,130231,,,Setler,Setler,0.0,0.0,La Mer,0.0,False,False
Dior Jadore Kadın Parfüm Edp 100 Ml+Edp 10 Ml Set,132424,,,Setler,Setler,0.0,0.0,Dior,0.0,False,False
Le Petit Marseillais Sıvı Sabun Pamuk Sütü 500 Ml,83178,Kişisel Bakım,Banyo Bakım,Sıvı Sabun,Kişisel Bakım > Banyo Bakım > Sıvı Sabun,0.0,0.0,Le Petit Marseillais,0.0,False,False
Kavmask 3 Katlı Steril Tek Tek Paketli Maske,112789,Kişisel Bakım,,Sağlık Ürünleri,Kişisel Bakım > Sağlık Ürünleri,1.82,1.82,Bioxet,0.0,False,False
Bioflex Ağda Bezi 2 Mt,71127,Kişisel Bakım,Epilasyon Ürünleri,Ağda Malzemeleri,Kişisel Bakım > Epilasyon Ürünleri > Ağda Malzemeleri,3.64,3.64,Bioflex,0.0,False,False
Active Nature Ağda Bezi 2 Mt,110397,Kişisel Bakım,Epilasyon Ürünleri,Ağda Malzemeleri,Kişisel Bakım > Epilasyon Ürünleri > Ağda Malzemeleri,3.64,3.64,Active,0.0,False,False
Bioflex Ağda Bezi 10 Metre Rulo,71126,Kişisel Bakım,Epilasyon Ürünleri,Ağda Malzemeleri,Kişisel Bakım > Epilasyon Ürünleri > Ağda Malzemeleri,4.55,4.55,Bioflex,0.0,False,False
Selpak Cep Mendili 10'lu,119549,Kişisel Bakım,,Sağlık Ürünleri,Kişisel Bakım >Sağlık Ürünleri,4.58,4.17,Selpak,9.0,False,False
Oral-B Diş İpi Humming Bird Floss,23270,Kişisel Bakım,Ağız Bakım,Diş İpleri,Kişisel Bakım > Ağız Bakım > Diş İpleri,5.23,3.66,Oral-B,30.0,False,False
Blenior Ağda Bezi 2 Mt,103652,Kişisel Bakım,Epilasyon Ürünleri,Ağda Malzemeleri,Kişisel Bakım > Epilasyon Ürünleri > Ağda Malzemeleri,5.41,3.79,Blenior,29.9,False,False
Selpak Mentollü Cep Mendili 10'lu,119550,Bebek,Bebek Bakım Ürünleri,Islak Mendil,Bebek > Bebek Bakım Ürünleri > Islak Mendil,5.42,4.17,Selpak,23.1,False,False
Selpak Çiçek Kokulu Cep Mendili 10'lu,119551,Bebek,Bebek Bakım Ürünleri,Islak Mendil,Bebek > Bebek Bakım Ürünleri > Islak Mendil,5.42,4.17,Selpak,23.1,False,False
Selpak Losyonlu Cep Mendili 10'lu,119552,Bebek,Bebek Bakım Ürünleri,Islak Mendil,Bebek > Bebek Bakım Ürünleri > Islak Mendil,5.42,4.17,Selpak,23.1,False,False
Selpak Cep Mendili Klasik 10'lu,128909,Kişisel Bakım,,Sağlık Ürünleri,Kişisel Bakım > Sağlık Ürünleri,5.42,4.17,Selpak,23.1,False,False
"Remove Ağda Bezi 2,5 Mt",83459,Kişisel Bakım,Epilasyon Ürünleri,Ağda Malzemeleri,Kişisel Bakım > Epilasyon Ürünleri > Ağda Malzemeleri,5.45,3.82,Remove,29.9,False,False
Uni Baby Simple Clean Islak Havlu 72'li,105224,Bebek,Bebek Bakım Ürünleri,Islak Mendil,Bebek > Bebek Bakım Ürünleri > Islak Mendil,5.72,2.86,Uni,50.0,False,False
Santavik İlk Yardım Bandı 10'lu,106068,Kişisel Bakım,,Sağlık Ürünleri,Kişisel Bakım > Sağlık Ürünleri,7.18,7.18,Freshmaker,0.0,False,False
Lionesse Kagıt Törpü Seti NB-10,95683,Kişisel Bakım,,Tırnak Bakım,Kişisel Bakım > Tırnak Bakım,7.2,4.68,Lionesse,35.0,False,False
Selin Kolonya Limon Parfümlü 35 Ml,79691,Parfüm,,Kolonya,Parfüm >Kolonya,8.25,6.6,Selin,20.0,False,False
Utah Ruj Temizleme Mendili 10'lu,87284,Cilt Bakım,Temizleyiciler,Temizleme Mendili,Cilt Bakım > Temizleyiciler > Temizleme Mendili,8.25,8.25,Bioflex,0.0,False,False
Flormar Sharpener Kalemtıraş,14631,Makyaj,,Makyaj Aksesuarları,Makyaj > Makyaj Aksesuarları,8.32,7.49,Flormar,10.0,False,False
Flormar Nail Care Top Fluo Tırnak Bazı 11 Ml,13024,Kişisel Bakım,,Tırnak Bakım,Kişisel Bakım > Tırnak Bakım,8.32,6.66,Flormar,20.0,False,False
Bioflex Ağda Bezi Rulo 25 Mt,78102,Kişisel Bakım,Epilasyon Ürünleri,Ağda Malzemeleri,Kişisel Bakım > Epilasyon Ürünleri > Ağda Malzemeleri,9.0,9.0,Bioflex,0.0,False,False
Active Nature Ağda Bezi 10 Mt,110398,Kişisel Bakım,Epilasyon Ürünleri,Ağda Malzemeleri,Kişisel Bakım > Epilasyon Ürünleri > Ağda Malzemeleri,9.05,9.05,Active,0.0,False,False
Pastel Fast&Easy Automatıc Longlasting Waterproof Göz Kalemi Mavi 52,1460-1875,Makyaj,Göz,Göz Kalemi,Makyaj > Göz > Göz Kalemi,9.58,7.67,Pastel,19.9,False,False
Pastel Fast&Easy Automatic Longlasting Waterproof Göz Kalemi Siyah 50,1460-2768,Makyaj,Göz,Göz Kalemi,Makyaj > Göz > Göz Kalemi,9.58,7.67,Pastel,19.9,False,False
Uni Glassy Gözlük Temizleme Mendili 12'li,53963,Cilt Bakım,Temizleyiciler,Temizleme Mendili,Cilt Bakım > Temizleyiciler > Temizleme Mendili,9.96,4.98,Uni,50.0,False,False
Trim Ponza Taşı 12-75B,93025,Kişisel Bakım,Banyo Bakım,Banyo Aksesuarları,Kişisel Bakım > Banyo Bakım > Banyo Aksesuarları,10.0,8.5,Trim,15.0,False,False
Lionesse Far Fırçası 71 A,6545,Makyaj,,Makyaj Aksesuarları,Makyaj > Makyaj Aksesuarları,11.6,5.8,Lionesse,50.0,False,False
Cire Aseptine Aloe Vera Nemlendirici Bakım Kremi 30 Ml Kavanoz,109424,Cilt Bakım,Nemlendirici,Gündüz Kremi,Cilt Bakım > Nemlendirici > Gündüz Kremi,11.62,6.98,Cire Aseptine,39.9,False,False
Pure Line Gül Sıvı Sabun 280 Ml,110299,Kişisel Bakım,Banyo Bakım,Sıvı Sabun,Kişisel Bakım > Banyo Bakım > Sıvı Sabun,11.62,9.3,Pure Line,20.0,False,False
Pure Line Hindistan Cevizi Sıvı Sabun 280 Ml,110300,Kişisel Bakım,Banyo Bakım,Sıvı Sabun,Kişisel Bakım > Banyo Bakım > Sıvı Sabun,11.62,9.3,Pure Line,20.0,False,False
Lionesse Cımbız 3118 Desenli,79738,Kişisel Bakım,,El Bakım,Kişisel Bakım > El Bakım,11.7,5.85,Lionesse,50.0,False,False
Micropeel Sisial Yüz ve Vücut Kesesi,103090,Kişisel Bakım,Banyo Bakım,Banyo Aksesuarları,Kişisel Bakım > Banyo Bakım > Banyo Aksesuarları,11.82,11.82,Micropeel,0.0,False,False
Pure Line Kolonya Misket Limonu Sprey 100 Ml,110723,Parfüm,,Kolonya,Parfüm >Kolonya,11.88,9.5,Pure Line,20.0,False,False
Pure Line Kolonya Çiçek Buketi Sprey 100 Ml,110724,Parfüm,,Kolonya,Parfüm >Kolonya,11.88,9.5,Pure Line,20.0,False,False
Golonya Kolonya Aqua Sprey 100 Ml,109327,Parfüm,,Kolonya,Parfüm >Kolonya,12.08,12.08,Golonya,0.0,False,False
Golonya Kolonya Lemon Sprey 100 Ml,109328,Parfüm,,Kolonya,Parfüm >Kolonya,12.08,12.08,Golonya,0.0,False,False
Golonya Kolonya Fresh Blossom Sprey 100 Ml,109329,Parfüm,,Kolonya,Parfüm >Kolonya,12.08,12.08,Golonya,0.0,False,False
Micropeel Havlu Sabunluk,103091,Kişisel Bakım,Banyo Bakım,Banyo Aksesuarları,Kişisel Bakım > Banyo Bakım > Banyo Aksesuarları,12.27,12.27,Micropeel,0.0,False,False
Arko Nem Canlandırıcı Bakım Kremi Nar&Kırmızı Üzüm 75 Ml,23505,Kişisel Bakım,Vücut Bakım,Nemlendirici Krem,Kişisel Bakım > Vücut Bakım > Nemlendirici Krem,12.46,9.97,Arko,20.0,False,False
Arko Nem Besleyici Bakım Kremi Zeytinyağlı 75 Ml,41467,Kişisel Bakım,Vücut Bakım,Nemlendirici Krem,Kişisel Bakım > Vücut Bakım > Nemlendirici Krem,12.46,9.97,Arko,20.0,False,False
Kozel Ayna 460-3 Lüx Yuvarlak İkili Çanta Aynası,104633,Makyaj,,Makyaj Aksesuarları,Makyaj > Makyaj Aksesuarları,12.5,12.5,Kozel,0.0,False,False
Kozel Ayna 467-3 Lüx Kare İkili Çanta Aynası,104634,Makyaj,,Makyaj Aksesuarları,Makyaj > Makyaj Aksesuarları,12.5,12.5,Kozel,0.0,False,False
Kozel Pudriyer Ponponu 14,105072,Makyaj,,Makyaj Aksesuarları,Makyaj > Makyaj Aksesuarları,12.5,12.5,Kozel,0.0,False,False
Arko Nem Soft Touch Bakım Kremi 200 Ml,92986,Kişisel Bakım,Vücut Bakım,Nemlendirici Krem,Kişisel Bakım > Vücut Bakım > Nemlendirici Krem,13.25,10.6,Arko,20.0,False,False
Bagline Makyaj Çantası Geniş Neon Yeşil 1146,79113,Makyaj,,Makyaj Aksesuarları,Makyaj > Makyaj Aksesuarları,13.64,13.64,Bagline,0.0,False,False
Şef Stick Lip Care UV5 Natural Spf15,85818,Cilt Bakım,,Dudak Bakım,Cilt Bakım > Dudak Bakım,14.08,14.08,Şef Stick,0.0,False,False
Şef Stick Lip Care Men Natural Erkek Spf15,85820,Cilt Bakım,,Dudak Bakım,Cilt Bakım > Dudak Bakım,14.08,14.08,Şef Stick,0.0,False,False
Pure Line Kolonya Misket Limonu 80 Derece 250 Ml,109035,Parfüm,,Kolonya,Parfüm >Kolonya,14.38,12.94,Pure Line,10.0,False,False
Pure Line Kolonya Deniz Mineralleri Kokulu 250 Ml,109036,Parfüm,,Kolonya,Parfüm >Kolonya,14.38,12.94,Pure Line,10.0,False,False
Lionesse Oje Aparatı 48301,6616,Makyaj,,Makyaj Aksesuarları,Makyaj > Makyaj Aksesuarları,15.2,9.88,Lionesse,35.0,False,False
Active Nature Boncuk Ağda Azulen 250 Gr,110393,Kişisel Bakım,Epilasyon Ürünleri,Kavanoz Ağdalar,Kişisel Bakım > Epilasyon Ürünleri > Kavanoz Ağdalar,15.21,15.21,Active,0.0,False,False
Uni Baby Islak Havlu Sweet Summer 52x3'lü,109323,Bebek,Bebek Bakım Ürünleri,Islak Mendil,Bebek > Bebek Bakım Ürünleri > Islak Mendil,15.22,7.61,Uni,50.0,False,False
Bioflex Ağda Bezi 10 Mt,71128,Kişisel Bakım,Epilasyon Ürünleri,Ağda Malzemeleri,Kişisel Bakım > Epilasyon Ürünleri > Ağda Malzemeleri,15.23,15.23,Bioflex,0.0,False,False
Vaseline Body Lotion Aloe Fresh 100 Ml,39596,Kişisel Bakım,Vücut Bakım,Vücut Losyonu,Kişisel Bakım > Vücut Bakım > Vücut Losyonu,15.75,14.18,Vaseline,10.0,False,False
Vaseline Body Lotion Cocoa Butter 100 Ml,39597,Kişisel Bakım,Vücut Bakım,Vücut Losyonu,Kişisel Bakım > Vücut Bakım > Vücut Losyonu,15.75,14.18,Vaseline,10.0,False,False
Vaseline Body Lotion Essential Moisture 100 Ml,39598,Kişisel Bakım,Vücut Bakım,Vücut Losyonu,Kişisel Bakım > Vücut Bakım > Vücut Losyonu,15.75,14.18,Vaseline,10.0,False,False
Toni&Guy Canlandırıcı Kuru Şampuan 75 Ml,71375,Saç Bakım,Saç Bakım Ürünleri,Kuru Şampuan,Saç Bakım > Saç Bakım Ürünleri > Kuru Şampuan,15.83,15.83,Toni&Guy,0.0,False,False
Cire Aseptine Çiçek Özlü Krem 30 Ml Tüp,109422,Kişisel Bakım,Vücut Bakım,Nemlendirici Krem,Kişisel Bakım > Vücut Bakım > Nemlendirici Krem,16.58,16.58,Cire Aseptine,0.0,False,False
Lionesse Tırnak Parlatıcı NB 5,6712,Kişisel Bakım,,Tırnak Bakım,Kişisel Bakım > Tırnak Bakım,16.9,8.45,Lionesse,50.0,False,False
Remove Squeeze Wax Hazır Sir Ağda İnatçı ve Sık Tüyler 100 Ml,95540,Kişisel Bakım,Epilasyon Ürünleri,Ağda Bantları,Kişisel Bakım > Epilasyon Ürünleri > Ağda Bantları,16.92,11.84,Remove,30.0,False,False
Tütsü Amber 20'li,118195,Parfüm,,Oda Kokusu,Parfüm >Oda Kokusu,17.08,17.08,Active,0.0,False,False
Tütsü Chocolate 20'li,118202,Parfüm,,Oda Kokusu,Parfüm >Oda Kokusu,17.08,17.08,Active,0.0,False,False
Tütsü Cinnamon 20'li,118203,Parfüm,,Oda Kokusu,Parfüm >Oda Kokusu,17.08,17.08,Active,0.0,False,False
Tütsü Indian Magic 20'li,118236,Parfüm,,Oda Kokusu,Parfüm >Oda Kokusu,17.08,17.08,Active,0.0,False,False
Tütsü Jasmine 20'li,118237,Parfüm,,Oda Kokusu,Parfüm >Oda Kokusu,17.08,17.08,Active,0.0,False,False
Tütsü Lavender 20'li,118238,Parfüm,,Oda Kokusu,Parfüm >Oda Kokusu,17.08,17.08,Active,0.0,False,False
Tütsü Raspberry 20'li,118244,Parfüm,,Oda Kokusu,Parfüm >Oda Kokusu,17.08,17.08,Active,0.0,False,False
Tütsü Red Rose 20'li,118245,Parfüm,,Oda Kokusu,Parfüm >Oda Kokusu,17.08,17.08,Active,0.0,False,False
Tütsü Vanilla 20'li,118249,Parfüm,,Oda Kokusu,Parfüm >Oda Kokusu,17.08,17.08,Active,0.0,False,False
Signal Kids Çilek Aromalı Çocuk Diş Macunu 50 Ml,100140,Kişisel Bakım,Ağız Bakım,Diş Macunları,Kişisel Bakım > Ağız Bakım > Diş Macunları,17.18,10.31,Signal,40.0,False,False
Signal Junior 7-13 Years Soft Diş Fırçası,24197,Kişisel Bakım,Ağız Bakım,Diş Fırçaları,Kişisel Bakım > Ağız Bakım > Diş Fırçaları,17.27,10.36,Signal,40.0,False,False
Uni Wipes Islak Havlu 64x3'lü,83464,Bebek,Bebek Bakım Ürünleri,Islak Mendil,Bebek > Bebek Bakım Ürünleri > Islak Mendil,17.73,8.87,Uni,50.0,False,False
Micropeel Ponza Taşı,103094,Kişisel Bakım,Banyo Bakım,Banyo Aksesuarları,Kişisel Bakım > Banyo Bakım > Banyo Aksesuarları,18.09,18.09,Micropeel,0.0,False,False
Vi-Vet Ağda Bezi 2 Mt,11164,Kişisel Bakım,Epilasyon Ürünleri,Ağda Malzemeleri,Kişisel Bakım > Epilasyon Ürünleri > Ağda Malzemeleri,18.18,18.18,Vi-Vet,0.0,False,False
Penti Trendy Diana Jartiyer Vanilya,1714-2805,Tekstil,Kadın Giyim,Çorap,Tekstil > Kadın Giyim > Çorap,18.18,18.18,Penti,0.0,False,False
Reflection 360 Külot Siyah M,28392,Tekstil,Kadın İç Giyim,Külot,Tekstil > Kadın İç Giyim > Külot,18.18,18.18,Reflection,0.0,False,False
Reflection 360 Külot Ten,1821-2785,Tekstil,Kadın İç Giyim,Külot,Tekstil > Kadın İç Giyim > Külot,18.18,18.18,Reflection,0.0,False,False
Uni Care Makyaj Temizleme Mendili 25'li,11158,Bebek,Bebek Bakım Ürünleri,Islak Mendil,Bebek > Bebek Bakım Ürünleri > Islak Mendil,18.29,9.15,Uni,50.0,False,False
Lionesse Tırnak Parlatıcı NB 2,6860,Kişisel Bakım,,Tırnak Bakım,Kişisel Bakım > Tırnak Bakım,18.6,12.09,Lionesse,35.0,False,False
Wellnax Dolap Çekmece Gül Bahçesi,119572,Parfüm,,Oda Kokusu,Parfüm >Oda Kokusu,18.75,16.5,Wellnax,12.0,False,False
Wellnax Dolap Çekmece Valerian,119679,Parfüm,,Oda Kokusu,Parfüm >Oda Kokusu,18.75,16.5,Wellnax,12.0,False,False
Wellnax Dolap Çekmece Osmantus,119680,Parfüm,,Oda Kokusu,Parfüm >Oda Kokusu,18.75,16.5,Wellnax,12.0,False,False
Wellnax Dolap Çekmece Akdeniz Esintisi,119681,Parfüm,,Oda Kokusu,Parfüm >Oda Kokusu,18.75,16.5,Wellnax,12.0,False,False
Wellnax Dolap Çekmece Manolya Ferahlığı,119682,Parfüm,,Oda Kokusu,Parfüm >Oda Kokusu,18.75,16.5,Wellnax,12.0,False,False
Wellnax Dolap Çekmece Pudra,119683,Parfüm,,Oda Kokusu,Parfüm >Oda Kokusu,18.75,16.5,Wellnax,12.0,False,False
Wellnax Dolap Çekmece Buket Tazeliği,120078,Parfüm,,Oda Kokusu,Parfüm >Oda Kokusu,18.75,16.5,Wellnax,12.0,False,False
Bebak Göz ve Dudak Makyaj Temizleyici 150 Ml,64053,Cilt Bakım,Temizleyiciler,Temizleme Suyu,Cilt Bakım > Temizleyiciler > Temizleme Suyu,18.75,12.19,Bebak,35.0,False,False
Lionesse Far Fırçası Beşli 56,37071,Makyaj,,Makyaj Aksesuarları,Makyaj > Makyaj Aksesuarları,19.4,12.61,Lionesse,35.0,False,False
L'Oréal Paris Excellence Intense Kızıl Ombre Seti,1764-2584,Saç Bakım,Saç Boyaları,Kit Boyalar,Saç Bakım > Saç Boyaları > Kit Boyalar,19.92,17.92,Loreal Paris Recital,10.0,False,False
Elidor Renk Koruyucu ve Canlandırıcı Besleyici Bakım Kremi 500 Ml,103267,Saç Bakım,Saç Bakım Ürünleri,Saç Kremi,Saç Bakım > Saç Bakım Ürünleri > Saç Kremi,19.92,16.93,Elidor,15.0,False,False
Garnier Taze Karışım Hyaluronik Kağıt Yüz Maskesi,103076,Cilt Bakım,,Maskeler,Cilt Bakım > Maskeler,20.26,13.17,Garnier Cilt,35.0,False,False
Sesu Sir Ağda Bantları Hassas Ciltler 12'li,24567,Kişisel Bakım,Epilasyon Ürünleri,Ağda Bantları,Kişisel Bakım > Epilasyon Ürünleri > Ağda Bantları,20.42,16.33,Sesu,20.0,False,False
Sesu Sir Ağda Bantları İnce Tüyler 12'li,64461,Kişisel Bakım,Epilasyon Ürünleri,Ağda Bantları,Kişisel Bakım > Epilasyon Ürünleri > Ağda Bantları,20.42,16.33,Sesu,20.0,False,False
Sesu Sir Ağda Bantları Kömürlü Normal Cilt 24'lü,104859,Kişisel Bakım,Epilasyon Ürünleri,Ağda Bantları,Kişisel Bakım > Epilasyon Ürünleri > Ağda Bantları,20.42,16.33,Sesu,20.0,False,False
Sesu Sir Ağda Bantları Klasik Normal Tüy 24'lü,104860,Kişisel Bakım,Epilasyon Ürünleri,Ağda Bantları,Kişisel Bakım > Epilasyon Ürünleri > Ağda Bantları,20.42,16.33,Sesu,20.0,False,False
Freshmaker Islak Tuvalet Kağıdı 40'lı,123293,Kişisel Bakım,,Sağlık Ürünleri,Kişisel Bakım > Sağlık Ürünleri,20.75,20.75,Freshmaker,0.0,False,False
Signal Beyazlatıcı Sistem Diş Macunu 75 Ml,107468,Kişisel Bakım,Ağız Bakım,Diş Macunları,Kişisel Bakım > Ağız Bakım > Diş Macunları,20.82,12.49,Signal,40.0,False,False
Lux Aseton 115 Ml,100239,Makyaj,Tırnak,Aseton,Makyaj > Tırnak > Aseton,20.83,20.83,Lux,0.0,False,False
Kozel Latex Sünger Renkli 2'li 58,105067,Makyaj,,Makyaj Aksesuarları,Makyaj > Makyaj Aksesuarları,20.83,20.83,Kozel,0.0,False,False
Kozel Latex Sünger Renkli 56,105069,Makyaj,,Makyaj Aksesuarları,Makyaj > Makyaj Aksesuarları,20.83,20.83,Kozel,0.0,False,False
Yıkamaks Şeffaf Metal Askı,95494,Tekstil,Kadın İç Giyim,Sütyen,Tekstil > Kadın İç Giyim > Sütyen,20.83,20.83,Yıkamaks,0.0,False,False
Naturel Susam Yağı 50 Ml,11039,Saç Bakım,Saç Bakım Ürünleri,Saç Serumu,Saç Bakım > Saç Bakım Ürünleri > Saç Serumu,21.58,21.58,Naturel,0.0,False,False
Lionesse Far Fırçası Beşli 54,6544,Makyaj,,Makyaj Aksesuarları,Makyaj > Makyaj Aksesuarları,22.0,14.3,Lionesse,35.0,False,False
Sinoz Nemlendirici El Kremi Aloevera 30 Ml,116449,Kişisel Bakım,,El Bakım,Kişisel Bakım > El Bakım,22.46,16.84,Sinoz,25.0,False,False
Parodontax Diş Fırçası Yumuşak,73202,Kişisel Bakım,Ağız Bakım,Diş Fırçaları,Kişisel Bakım > Ağız Bakım > Diş Fırçaları,22.64,20.37,Parodontax,10.0,False,False
Elidor By Melisa Şenolsun Kırmızı Yosun Özü Saç Kremi 500 Ml,104598,Saç Bakım,Saç Bakım Ürünleri,Saç Kremi,Saç Bakım > Saç Bakım Ürünleri > Saç Kremi,22.67,19.27,Elidor,15.0,False,False
Elite Lady B5 Vitaminli Aseton 200 Ml,121377,Makyaj,Tırnak,Aseton,Makyaj > Tırnak > Aseton,22.92,22.92,Elite Lady,0.0,False,False
Lux Makyaj Düzeltme Çubuğu 80'li,100240,Makyaj,,Makyaj Aksesuarları,Makyaj > Makyaj Aksesuarları,22.92,22.92,Lux,0.0,False,False
Arko Nem Yağlı Krem Tüp 20 Ml,23545,Kişisel Bakım,Vücut Bakım,Nemlendirici Krem,Kişisel Bakım > Vücut Bakım > Nemlendirici Krem,22.92,18.33,Arko,20.0,False,False
Arko Nem Besleyici Bakım Kremi Zeytinyağlı 20 Ml,47303,Kişisel Bakım,Vücut Bakım,Nemlendirici Krem,Kişisel Bakım > Vücut Bakım > Nemlendirici Krem,22.92,18.33,Arko,20.0,False,False
Dove Oksijen Moisture Saç Bakım Kremi 250 Ml,77016,Saç Bakım,Saç Bakım Ürünleri,Saç Kremi,Saç Bakım > Saç Bakım Ürünleri > Saç Kremi,23.25,18.6,Dove,20.0,False,False
Activex Antibakteriyel Duş Jeli Hassas 450 Ml,109289,Kişisel Bakım,Banyo Bakım,Duş Jelleri,Kişisel Bakım > Banyo Bakım > Duş Jelleri,23.29,15.14,Activex,35.0,False,False
Activex Antibakteriyel Duş Jeli Aktif 450 Ml,109291,Kişisel Bakım,Banyo Bakım,Duş Jelleri,Kişisel Bakım > Banyo Bakım > Duş Jelleri,23.29,15.14,Activex,35.0,False,False
Selin Kolonya Hanımeli Parfümlü 180 Ml,91275,Parfüm,,Kolonya,Parfüm >Kolonya,23.33,17.5,Selin,25.0,False,False
Jagler Çok Sert Saç Şekillendirici Wax 150 Ml,85368,Saç Bakım,Saç Şekillendirici,Wax,Saç Bakım > Saç Şekillendirici > Wax,23.33,18.67,Jagler,20.0,False,False
Jagler Çok Parlak Saç Şekillendirici Wax 150 Ml,85369,Saç Bakım,Saç Şekillendirici,Wax,Saç Bakım > Saç Şekillendirici > Wax,23.33,18.67,Jagler,20.0,False,False
Jagler Güçlü Tutuş Saç Şekillendirici Wax 150 Ml,85370,Saç Bakım,Saç Şekillendirici,Wax,Saç Bakım > Saç Şekillendirici > Wax,23.33,18.67,Jagler,20.0,False,False
Jagler Mat Görünüm Saç Şekillendirici Wax 150 Ml,85372,Saç Bakım,Saç Şekillendirici,Wax,Saç Bakım > Saç Şekillendirici > Wax,23.33,18.67,Jagler,20.0,False,False
Protex Cream Nemlendiricili Koruma Antibakteriyel Sıvı Sabun 600 Ml,105052,Kişisel Bakım,Banyo Bakım,Sıvı Sabun,Kişisel Bakım > Banyo Bakım > Sıvı Sabun,23.61,11.81,Protex,50.0,False,False
Uni Baby Göğüs Pedi 24'lü,57074,Kişisel Bakım,Kadın Bakım,Hijyenik Pedler,Kişisel Bakım > Kadın Bakım > Hijyenik Pedler,24.12,12.07,Uni,50.0,False,False
İpek Kulak Temizleme Pamuğu 100'lü Yuvarlak Kutu,87174,Kişisel Bakım,,Sağlık Ürünleri,Kişisel Bakım > Sağlık Ürünleri,24.17,24.17,Ipek,0.0,False,False
Signal Kids Diş Fırçası,24198,Kişisel Bakım,Ağız Bakım,Diş Fırçaları,Kişisel Bakım > Ağız Bakım > Diş Fırçaları,24.45,14.67,Signal,40.0,False,False
Active Nature Roll-On Kartuş Ağda Pudralı 100 Gr,110388,Kişisel Bakım,Epilasyon Ürünleri,Roll-On Ağdalar,Kişisel Bakım > Epilasyon Ürünleri > Roll-On Ağdalar,24.92,24.92,Active,0.0,False,False
Strleasy Diş İpi Kürdanlı 32'li,125224,Kişisel Bakım,Ağız Bakım,Diş İpleri,Kişisel Bakım > Ağız Bakım > Diş İpleri,25.0,25.0,Strleasy,0.0,False,False
